frame,value
161,42.856888
162,42.927204
163,42.605686
164,42.683250
165,40.538372
166,40.377998
167,39.724964
168,39.737144
169,39.647190
170,39.691349
171,39.645260
172,39.386204
173,39.224480
174,39.181725
175,39.310799
176,39.419941
177,40.080841
178,40.419941
179,40.757671
180,47.727810
181,48.491695
182,48.559174
183,49.019447
184,49.683052
185,50.035881
186,50.289101
187,50.959759
188,51.509212
189,51.811382
190,51.390957
191,50.819786
192,51.296505
193,50.855770
194,51.578300
195,51.167194
196,51.569393
197,53.641121
198,55.056252
199,55.490005
200,47.858841
201,48.181042
202,48.128315
203,47.934288
204,45.396294
205,50.952648
206,44.977005
207,48.179848
208,49.947823
209,51.363949
210,54.494091
211,49.776188
212,45.502247
213,47.514568
214,48.118557
215,49.316467
216,44.762745
217,44.657940
218,45.340805
219,46.021786
220,44.357170
221,45.244713
222,44.350647
223,44.467857
224,44.480579
225,44.396309
226,44.373970
227,44.234264
228,44.081520
229,43.945580
230,43.989414
231,43.900433
232,43.867382
233,43.845448
234,43.762196
235,43.623722
236,35.362659
237,32.367855
238,32.309216
239,31.405828
240,42.869553
241,43.348408
242,43.437767
243,43.498459
244,43.604118
245,35.014336
246,34.991070
247,34.960159
248,35.039417
249,35.064922
250,35.147820
251,35.283176
252,33.856541
253,31.654242
254,31.461300
255,31.517935
256,31.597811
257,31.637529
258,31.762020
259,31.798876
260,43.320526
261,34.811916
262,33.333542
263,33.302711
264,33.381084
265,33.514843
266,33.642918
267,33.882103
268,34.141056
269,34.377251
270,34.686150
271,33.878067
272,34.084190
273,34.803822
274,34.960720
275,35.202629
276,35.434536
277,35.515636
278,36.113075
279,36.293236
280,44.729706
281,45.221664
282,44.899094
283,44.937916
284,45.142418
285,45.391350
286,45.738609
287,46.239960
288,46.739754
289,47.304047
290,46.122883
291,47.274139
292,47.302483
293,49.049740
294,46.490398
295,50.050526
296,52.740993
297,54.716515
298,55.156826
299,53.440350
300,47.474102
301,46.851410
302,46.585541
303,46.848007
304,46.942101
305,46.893948
306,46.799690
307,46.854534
308,46.513744
309,46.539017
310,46.544220
311,46.126678
312,45.663589
313,45.220577
314,44.856968
315,44.478336
316,44.091404
317,43.662807
318,43.232773
319,42.741928
320,43.045563
321,42.492027
322,41.994205
323,41.873028
324,41.835308
325,41.777416
326,41.265755
327,41.143150
328,40.860607
329,40.235153
330,40.037464
331,40.098255
332,40.100464
333,40.008347
334,40.227684
335,40.472790
336,40.539825
337,40.796661
338,40.936535
339,40.903366
340,42.347458
341,39.538673
342,39.347527
343,39.190571
344,38.362751
345,38.252605
346,38.187645
347,37.252106
348,36.907860
349,35.769886
350,35.713943
351,35.804928
352,35.843044
353,34.909206
354,34.847996
355,34.781017
356,34.742004
357,34.765198
358,34.793392
359,34.098118
360,42.504280
361,42.543606
362,42.509029
363,42.316326
364,42.184677
365,41.944565
366,41.729534
367,41.634010
368,41.448662
369,41.348328
370,38.487915
371,37.902199
372,36.925602
373,36.371727
374,36.202011
375,36.280190
376,36.339844
377,36.321819
378,36.338955
379,36.325180
380,39.339943
381,38.856388
382,38.384052
383,38.029675
384,37.739098
385,37.517479
386,35.029507
387,33.689686
388,33.384224
389,33.279404
390,33.104523
391,33.271511
392,32.511948
393,32.142914
394,31.963680
395,31.445845
396,31.363029
397,31.305550
398,31.114025
399,30.802374
400,39.402828
401,37.564716
402,36.885578
403,36.665417
404,36.564728
405,36.275673
406,36.149288
407,35.352833
408,35.221558
409,33.693607
410,33.642128
411,33.787132
412,33.794605
413,33.719803
414,33.751774
415,33.320744
416,33.437405
417,33.607716
418,33.652828
419,33.848118
420,41.882591
421,40.991745
422,41.189602
423,39.717655
424,38.985355
425,35.574272
426,35.152504
427,35.070515
428,35.133915
429,34.986191
430,34.986603
431,35.051933
432,35.412884
433,35.301304
434,34.573147
435,34.926022
436,35.700848
437,35.000298
438,33.332169
439,32.721302
440,39.370865
441,35.387562
442,34.930553
443,34.828819
444,34.925579
445,34.626404
446,34.860558
447,34.729099
448,34.568653
449,36.024025
450,36.286385
451,35.769802
452,35.702751
453,35.478283
454,35.353954
455,35.357288
456,35.506111
457,35.808727
458,36.182732
459,36.472027
460,47.044212
461,46.817451
462,47.489803
463,52.203270
464,47.891144
465,48.644127
466,46.916946
467,47.770679
468,45.862850
469,42.928761
470,41.384312
471,38.979095
472,37.980621
473,37.067028
474,36.366707
475,35.536777
476,35.354740
477,33.231773
478,33.368492
479,33.146900
480,39.002625
481,37.913330
482,37.237682
483,36.590435
484,36.297161
485,35.905972
486,34.052830
487,33.996620
488,34.144531
489,33.407585
490,33.204983
491,32.913773
492,32.877010
493,32.791187
494,32.661289
495,32.588985
496,32.533035
497,32.426334
498,32.418079
499,32.449345
500,38.694679
501,37.699032
502,35.741940
503,34.266239
504,32.804386
505,32.813606
506,31.234936
507,31.151976
508,31.126945
509,31.167246
510,29.841599
511,29.869808
512,29.462572
513,29.441891
514,29.008940
515,28.638691
516,28.621977
517,28.256329
518,28.301813
519,28.341187
520,37.609226
521,35.427654
522,34.944660
523,34.621605
524,34.329296
525,34.168938
526,34.123215
527,34.013466
528,32.834446
529,32.864613
530,32.831314
531,32.892982
532,32.901707
533,32.945972
534,33.032944
535,33.081673
536,32.813911
537,32.746426
538,32.814293
539,32.761105
540,41.881256
541,40.878178
542,40.956482
543,39.813591
544,38.787510
545,38.707775
546,38.649105
547,38.078102
548,38.143829
549,38.053680
550,38.254852
551,38.540173
552,38.999836
553,39.775959
554,40.793007
555,41.849430
556,43.128258
557,44.528160
558,45.984604
559,47.237091
560,42.278015
561,42.380756
562,41.397633
563,41.223370
564,41.249741
565,41.109104
566,41.070038
567,41.132313
568,41.045189
569,41.562176
570,42.161121
571,43.252155
572,44.282799
573,45.078861
574,46.159737
575,47.348717
576,47.724060
577,47.659321
578,42.237099
579,42.301662
580,43.057064
581,42.604092
582,41.738735
583,41.498711
584,41.376255
585,41.269958
586,41.015209
587,41.320057
588,41.450996
589,42.118492
590,42.640442
591,43.451775
592,44.531406
593,44.804493
594,45.341953
595,46.111862
596,45.377506
597,45.474724
598,40.957672
599,41.165272
600,42.292107
601,42.588921
602,42.529842
603,42.542400
604,42.317314
605,42.516502
606,42.579372
607,43.268322
608,43.923809
609,45.254700
610,46.233891
611,46.287102
612,47.386292
613,47.743179
614,48.069016
615,49.862362
616,42.432678
617,41.724377
618,40.809353
619,40.565781
620,44.373005
621,37.843559
622,35.341637
623,34.003113
624,34.537647
625,34.653057
626,34.351219
627,34.577217
average,39.504081
