frame,value
254,26.729088
255,26.803833
256,26.894680
257,26.959972
258,27.052706
259,27.105558
260,24.043432
261,24.046928
262,24.043533
263,24.703930
264,24.690893
265,24.718998
266,24.860830
267,25.075235
268,25.369371
269,25.749355
270,26.159592
271,27.064365
272,27.523355
273,27.987514
274,29.326262
275,29.721210
276,30.088984
277,30.630646
278,31.888231
279,32.020729
280,42.825203
281,43.189045
282,43.368702
283,40.352524
284,40.203953
285,40.192005
286,40.163929
287,40.133766
288,40.133633
289,39.990341
290,39.692062
291,40.418362
292,40.403770
293,39.885803
294,39.480373
295,40.544735
296,38.195381
297,38.276772
298,38.349266
299,38.294075
300,45.328152
301,44.379272
302,43.798779
303,43.718960
304,43.584259
305,43.568260
306,43.459145
307,42.070713
308,41.929661
309,41.682812
310,41.702724
311,41.803448
312,41.659760
313,38.926647
314,38.865692
315,38.720947
316,38.678432
317,35.699368
318,34.515762
319,33.967922
320,43.765091
321,43.287971
322,43.341465
323,33.113548
324,30.415390
325,30.379435
326,30.366146
327,30.498873
328,30.649462
329,30.087864
330,30.082375
331,30.147793
332,30.149496
333,29.930140
334,30.054123
335,30.332726
336,30.381168
337,29.977707
338,29.970701
339,27.732248
340,41.597069
341,41.435074
342,41.267700
343,40.992779
344,40.763973
345,40.654366
346,29.325560
347,29.422523
348,29.512295
349,29.593838
350,29.634113
351,29.730919
352,28.273451
353,28.279894
354,28.334715
355,27.026529
356,27.018229
357,27.031420
358,26.135620
359,26.083811
360,42.504280
361,28.747725
362,28.726547
363,28.691332
364,28.680992
365,28.642071
366,26.274275
367,26.248911
368,25.888357
369,25.858690
370,24.017344
371,24.139978
372,24.150145
373,18.990372
374,18.875399
375,18.885767
376,18.942142
377,19.004667
378,19.007456
379,19.037441
380,39.339943
381,38.856388
382,38.384052
383,38.029675
384,37.739098
385,18.004349
386,17.929173
387,17.855322
388,17.764246
389,17.689674
390,17.620907
391,17.679600
392,17.779879
393,17.921726
394,18.182798
395,18.448257
396,18.710829
397,19.085522
398,19.379021
399,19.721294
400,27.392218
401,27.293306
402,27.109623
403,27.092920
404,27.093248
405,27.081385
406,27.117516
407,24.098389
408,23.779480
409,23.551821
410,23.736607
411,24.015701
412,23.987123
413,23.900904
414,23.304296
415,23.473570
416,23.689842
417,23.909422
418,24.157656
419,24.229687
420,41.882591
421,41.440624
422,41.630959
423,40.400738
424,39.593536
425,37.802841
426,37.199230
427,30.895361
428,31.133038
429,30.996155
430,27.752895
431,27.960758
432,28.542124
433,28.586617
434,28.445732
435,28.462740
436,28.902752
437,28.609432
438,28.458122
439,28.290516
440,39.370865
441,25.493534
442,24.423304
443,24.687187
444,24.922157
445,24.919579
446,24.859024
447,25.155821
448,27.691053
449,28.177418
450,28.452740
451,28.435457
452,28.448114
453,28.478626
454,28.339214
455,28.287374
456,28.144037
457,28.175459
458,28.367399
459,28.621420
460,47.044212
461,46.817451
462,47.489803
463,52.060276
464,47.900047
465,48.744007
466,47.026451
467,47.851044
468,46.214802
469,43.539116
470,41.943172
471,40.394722
472,39.161606
473,38.103848
474,28.045889
475,27.054462
476,26.428436
477,25.985657
478,25.959843
479,21.155447
480,39.002625
481,37.913330
482,26.068325
483,26.253437
484,22.687107
485,22.504879
486,22.427172
487,20.436886
488,20.342916
489,20.113331
490,20.170059
491,20.482998
492,20.379890
493,20.319864
494,20.332796
495,18.966026
496,18.443750
497,18.409460
498,18.270042
499,16.659130
500,24.855453
501,22.384459
502,22.515471
503,21.551266
504,22.012178
505,20.879898
506,20.876211
507,20.887699
508,20.901899
509,20.727079
510,20.761744
511,20.799810
512,20.853575
513,20.926542
514,21.071953
515,21.068872
516,21.169804
517,21.278362
518,21.366222
519,20.721125
520,37.609226
521,25.872274
522,25.681147
523,24.737402
524,24.757963
525,24.886597
526,24.943256
527,25.020920
528,25.075726
529,25.262367
530,25.647560
531,25.687208
532,25.585167
533,25.549318
534,25.560625
535,25.595316
536,25.669371
537,25.684326
538,25.645208
539,25.325396
540,35.408707
541,35.779427
542,35.957611
543,35.987015
544,30.794014
545,30.659927
546,29.054880
547,28.917835
548,29.014029
549,29.351751
550,29.863041
551,30.622400
552,31.410685
553,32.248024
554,33.054211
555,33.897243
556,34.633305
557,35.322857
558,35.638397
559,35.151752
560,42.859661
561,37.289547
562,34.215973
563,33.164780
564,33.152637
565,33.102711
566,33.946659
567,35.002472
568,35.640697
569,36.588070
570,36.845547
571,38.454666
572,38.930656
573,39.068119
574,39.251129
575,39.358414
576,39.329708
577,39.030602
578,38.061935
579,31.697004
580,43.057064
581,43.065880
582,42.785088
583,42.559227
584,42.311630
585,42.109486
586,41.945889
587,37.491077
588,38.000153
589,38.740303
590,38.240673
591,38.813381
592,39.569664
593,40.104069
594,40.983089
595,41.133850
596,41.153400
597,41.772446
598,38.747875
599,38.785164
600,42.292107
601,42.588921
602,42.529842
603,42.542400
604,42.317314
605,42.516502
606,42.579372
607,40.177479
608,40.080944
609,40.669415
610,39.119415
611,39.122944
612,39.753521
613,40.120674
614,39.298592
615,40.615158
616,38.346539
617,38.091663
618,28.137434
619,27.638357
620,28.231974
621,28.859306
622,28.825340
623,29.201317
624,29.345793
625,29.281687
626,27.513796
627,27.835957
average,32.126956
