frame,value
249,0.868753
250,0.868426
251,0.865483
252,0.865143
253,0.864154
254,0.864777
255,0.863949
256,0.863347
257,0.864193
258,0.864582
259,0.863226
260,0.802529
261,0.791812
262,0.788247
263,0.795200
264,0.784249
265,0.769653
266,0.758382
267,0.744552
268,0.732690
269,0.731593
270,0.731602
271,0.771274
272,0.774307
273,0.781194
274,0.810345
275,0.809388
276,0.808635
277,0.809826
278,0.814812
279,0.810549
280,0.971002
281,0.972276
282,0.972902
283,0.953193
284,0.948213
285,0.947813
286,0.954331
287,0.953208
288,0.950639
289,0.947445
290,0.931655
291,0.941766
292,0.939783
293,0.936086
294,0.925254
295,0.940597
296,0.923658
297,0.925487
298,0.926894
299,0.929447
300,0.983259
301,0.973649
302,0.968141
303,0.968280
304,0.967133
305,0.967094
306,0.966745
307,0.958994
308,0.956223
309,0.956051
310,0.956944
311,0.957322
312,0.957584
313,0.932489
314,0.937362
315,0.941163
316,0.947184
317,0.905331
318,0.892657
319,0.897995
320,0.985882
321,0.986685
322,0.987011
323,0.887602
324,0.809663
325,0.808873
326,0.809018
327,0.797033
328,0.789007
329,0.732495
330,0.716174
331,0.705757
332,0.695199
333,0.675751
334,0.689820
335,0.718033
336,0.733806
337,0.731804
338,0.747489
339,0.669809
340,0.974969
341,0.974573
342,0.974714
343,0.974371
344,0.973775
345,0.973606
346,0.833344
347,0.836196
348,0.839449
349,0.840794
350,0.841838
351,0.844431
352,0.775991
353,0.777018
354,0.781275
355,0.714545
356,0.716919
357,0.718437
358,0.656667
359,0.651635
360,0.984893
361,0.814985
362,0.818372
363,0.819825
364,0.820431
365,0.820367
366,0.718503
367,0.720357
368,0.685616
369,0.686442
370,0.724120
371,0.779720
372,0.873016
373,0.696007
374,0.697384
375,0.708173
376,0.720909
377,0.733774
378,0.736327
379,0.733844
380,0.995181
381,0.994276
382,0.993131
383,0.992080
384,0.990775
385,0.604467
386,0.599889
387,0.594446
388,0.583393
389,0.573303
390,0.562242
391,0.541318
392,0.530007
393,0.525667
394,0.518598
395,0.521025
396,0.520867
397,0.527932
398,0.514804
399,0.494963
400,0.769909
401,0.751259
402,0.734871
403,0.717335
404,0.720194
405,0.755744
406,0.802969
407,0.643116
408,0.604173
409,0.551015
410,0.509136
411,0.426762
412,0.499556
413,0.545734
414,0.420481
415,0.425719
416,0.403161
417,0.390415
418,0.412779
419,0.442269
420,0.974189
421,0.958932
422,0.957263
423,0.951966
424,0.950214
425,0.952068
426,0.955223
427,0.837533
428,0.813062
429,0.815856
430,0.702408
431,0.655225
432,0.647609
433,0.725554
434,0.791962
435,0.700946
436,0.617931
437,0.750138
438,0.830216
439,0.783550
440,0.960354
441,0.720567
442,0.717355
443,0.719663
444,0.709423
445,0.682443
446,0.641942
447,0.611910
448,0.586511
449,0.643447
450,0.812371
451,0.900592
452,0.873764
453,0.829521
454,0.822195
455,0.799394
456,0.767055
457,0.733994
458,0.717500
459,0.684974
460,0.984773
461,0.990934
462,0.994021
463,0.994117
464,0.994597
465,0.995828
466,0.982678
467,0.988209
468,0.979994
469,0.971952
470,0.972702
471,0.972965
472,0.976662
473,0.982166
474,0.909260
475,0.914899
476,0.921114
477,0.927396
478,0.912823
479,0.621523
480,0.991976
481,0.990813
482,0.908263
483,0.922406
484,0.832726
485,0.822989
486,0.754652
487,0.662615
488,0.629395
489,0.632407
490,0.717024
491,0.710702
492,0.718003
493,0.687206
494,0.700138
495,0.552638
496,0.498876
497,0.505710
498,0.464535
499,0.257271
500,0.861671
501,0.750362
502,0.755340
503,0.747874
504,0.691741
505,0.572156
506,0.573676
507,0.574249
508,0.574824
509,0.548033
510,0.545103
511,0.538323
512,0.533169
513,0.529667
514,0.508798
515,0.510552
516,0.515071
517,0.520551
518,0.530472
519,0.412431
520,0.973489
521,0.776482
522,0.769853
523,0.730621
524,0.731816
525,0.733595
526,0.731832
527,0.731308
528,0.732536
529,0.727621
530,0.704452
531,0.697629
532,0.696095
533,0.682835
534,0.668047
535,0.657066
536,0.664955
537,0.686580
538,0.694073
539,0.615215
540,0.924149
541,0.927203
542,0.929072
543,0.928811
544,0.802624
545,0.798759
546,0.733545
547,0.737715
548,0.693268
549,0.669252
550,0.666732
551,0.689388
552,0.707608
553,0.740010
554,0.769089
555,0.799795
556,0.824629
557,0.844531
558,0.852528
559,0.881257
560,0.976196
561,0.914680
562,0.860447
563,0.833181
564,0.838943
565,0.840510
566,0.834784
567,0.829817
568,0.833041
569,0.856594
570,0.864407
571,0.893659
572,0.899427
573,0.901036
574,0.908207
575,0.910934
576,0.915763
577,0.916073
578,0.936576
579,0.767878
580,0.979698
581,0.979990
582,0.978455
583,0.976813
584,0.974014
585,0.970869
586,0.962815
587,0.917174
588,0.915216
589,0.922300
590,0.916319
591,0.923436
592,0.934320
593,0.943599
594,0.946168
595,0.948119
596,0.946919
597,0.946012
598,0.939731
599,0.941395
600,0.969394
601,0.971327
602,0.971027
603,0.971109
604,0.964909
605,0.961319
606,0.956781
607,0.938736
608,0.937535
609,0.947573
610,0.935824
611,0.934114
612,0.941305
613,0.944762
614,0.936484
615,0.949661
616,0.996336
617,0.994073
618,0.896711
619,0.907311
620,0.867151
621,0.968640
622,0.979270
623,0.940772
624,0.835150
625,0.743436
626,0.710240
627,0.670945
average,0.804515
